sr,name,docstatus,item_code,item_name,warehouse,creation,modified,_user_tags
131,FZ324060105825,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 13:22:06.405025,2025-06-23 13:33:32.494563,
132,FZ324060105788,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 13:22:06.377370,2025-06-23 13:33:32.477623,
133,FZ324060105773,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 13:22:06.347505,2025-06-23 13:33:32.458001,
134,FZ324060105687,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 13:22:06.313506,2025-06-23 13:33:32.439398,
135,FZ324060105681,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 13:22:06.283312,2025-06-23 13:33:32.422915,
136,FZ324060105654,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 13:22:06.250948,2025-06-23 13:33:32.405473,
137,FZ324060101925,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 13:22:06.216340,2025-06-23 13:33:32.387511,
138,FZ324060004041,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 13:22:06.187987,2025-06-23 13:33:32.369251,
139,FZ324060004039,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 13:22:06.160476,2025-06-23 13:33:32.351277,
140,FZ324060004037,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 13:22:06.133006,2025-06-23 13:33:32.333459,
141,FZ324060004017,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 13:22:06.102250,2025-06-23 13:33:32.315273,
142,FZ324060004008,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 13:22:06.073409,2025-06-23 13:33:32.298163,
143,FZ324060004002,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 13:22:06.044315,2025-06-23 13:33:32.281490,
144,FZ324060003993,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 13:22:06.016635,2025-06-23 13:33:32.263463,
145,ALCLB40AF855,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.252365,2025-06-23 13:33:32.144273,
146,ALCLB4078F5F,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-09 14:28:59.324539,2025-06-23 13:33:32.128200,
147,ALCLB2B67B1B,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-09 14:28:59.277892,2025-06-23 13:33:32.109909,
148,ALCLB266CA2F,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-09 14:28:59.483850,2025-06-23 13:33:32.091287,
149,ALCLB266520F,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-09 14:28:59.461874,2025-06-23 13:33:32.073826,
150,ALCLB2664542,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-09 14:28:59.300852,2025-06-23 13:33:32.054863,
151,ALCLB261F778,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-09 14:28:59.369897,2025-06-23 13:33:32.035008,
152,ALCLB261F428,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-09 14:28:59.347287,2025-06-23 13:33:32.015935,
153,ALCLB260FA30,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-09 14:28:59.415177,2025-06-23 13:33:31.997299,
154,534D425300350872,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.657063,2025-06-23 13:33:31.981124,
155,48585443EBA7BFAF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.736503,2025-06-23 13:33:31.962957,
156,48575443EBA7DFAF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.946006,2025-06-23 13:33:31.945062,
157,48575443EBA7DCAF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.788659,2025-06-23 13:33:31.927514,
158,48575443EBA7DAAF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.919666,2025-06-23 13:33:31.908272,
159,48575443EBA7D9AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.815519,2025-06-23 13:33:31.889253,
160,48575443EBA7C2AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.892124,2025-06-23 13:33:31.871148,
161,48575443EBA7BBAF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.840525,2025-06-23 13:33:31.851865,
162,48575443EBA796AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.761715,2025-06-23 13:33:31.833738,
163,48575443EBA76BAF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.171545,2025-06-23 13:33:31.815683,
164,48575443EBA750AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.356006,2025-06-23 13:33:31.798265,
165,48575443EBA74FAF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.866055,2025-06-23 13:33:31.781986,
166,48575443EBA74BAF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.196646,2025-06-23 13:33:31.763916,
167,48575443EBA74AAF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.279958,2025-06-23 13:33:31.746416,
168,48575443EBA738AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.145360,2025-06-23 13:33:31.730039,
169,48575443EBA721AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.329022,2025-06-23 13:33:31.712203,
170,48575443EBA591AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.225150,2025-06-23 13:33:31.695167,
171,48575443EBA434AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.305730,2025-06-23 13:33:31.678927,
172,48575443EB9BBBAF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.630026,2025-06-23 13:33:31.660926,
173,48575443EB9B75AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.545851,2025-06-23 13:33:31.643373,
174,48575443EB9B72AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.573963,2025-06-23 13:33:31.627395,
175,48575443EB9B6BAF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.519299,2025-06-23 13:33:31.609603,
176,48575443EB9B5EAF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.600742,2025-06-23 13:33:31.592492,
177,48575443EB9B54AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.465619,2025-06-23 13:33:31.576226,
178,48575443EB9B51AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.438817,2025-06-23 13:33:31.558437,
179,48575443EB9B4EAF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.384960,2025-06-23 13:33:31.541261,
180,48575443EB9B3DAF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.411917,2025-06-23 13:33:31.525312,
181,48575443EAB7C3AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.492900,2025-06-23 13:33:31.507005,
182,48575443DF5EF8B0,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.709532,2025-06-23 13:33:31.488874,
183,48575443D8504EAC,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.062471,2025-06-23 13:33:31.472202,
184,48575443D1C592AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.683081,2025-06-23 13:33:31.454887,
185,48575443C54FEBAA,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.120778,2025-06-23 13:33:31.436758,
186,48575443C5458FAA,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 13:22:05.094976,2025-06-23 13:33:31.413597,
187,FZ325060003797,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 11:20:35.038529,2025-06-23 12:18:08.150555,
188,FZ324060106924,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 11:20:35.015850,2025-06-23 12:18:08.132840,
189,FZ324060106886,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 11:20:34.992945,2025-06-23 12:18:08.117161,
190,FZ324060106884,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 11:20:34.971048,2025-06-23 12:18:08.099196,
191,FZ324060106843,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 11:20:34.948666,2025-06-23 12:18:08.082613,
192,FZ324060106842,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 11:20:34.926333,2025-06-23 12:18:08.062706,
193,FZ324060106840,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 11:20:34.903372,2025-06-23 12:18:08.044226,
194,FZ324060106820,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 11:20:34.881503,2025-06-23 12:18:08.025109,
195,FZ324060106803,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 11:20:34.807244,2025-06-23 12:18:08.005415,
196,FZ324060106000,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 11:20:34.785205,2025-06-23 12:18:07.987595,
197,FZ324060105990,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 11:20:34.761911,2025-06-23 12:18:07.969902,
198,FZ324060105956,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 11:20:34.739245,2025-06-23 12:18:07.952836,
199,FZ324060105945,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 11:20:34.715827,2025-06-23 12:18:07.934928,
200,FZ324060105943,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 11:20:34.693091,2025-06-23 12:18:07.916698,
201,FZ324060105908,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 11:20:34.670144,2025-06-23 12:18:07.899001,
202,FZ324060105861,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 11:20:34.645125,2025-06-23 12:18:07.882146,
203,FZ324060033064,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 11:20:34.622542,2025-06-23 12:18:07.863952,
204,FZ324060032933,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 11:20:34.600305,2025-06-23 12:18:07.845436,
205,FZ324060021538,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 11:20:34.577371,2025-06-23 12:18:07.828251,
206,FZ324060021285,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-09 14:29:00.798788,2025-06-23 12:18:07.807735,
207,FZ324060021282,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-09 14:29:00.848809,2025-06-23 12:18:07.789966,
208,FZ324060021278,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-09 14:29:00.826470,2025-06-23 12:18:07.765474,
209,FZ324060003946,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 11:20:34.555485,2025-06-23 12:18:07.747931,
210,FZ324060003787,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 11:20:34.532200,2025-06-23 12:18:07.728115,
211,FZ324060003772,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 11:20:34.509805,2025-06-23 12:18:07.712225,
212,FZ324060003771,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 11:20:34.487856,2025-06-23 12:18:07.691170,
213,FZ324060003758,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 11:20:34.465116,2025-06-23 12:18:07.673165,
214,FZ324060003755,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,,2025-06-23 11:20:34.441604,2025-06-23 12:18:07.651818,
215,ALCLFBDA7DC3,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:33.818262,2025-06-23 12:18:07.544559,
216,ALCLB41627AB,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:33.661757,2025-06-23 12:18:07.524491,
217,48576443CF4430AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:34.287427,2025-06-23 12:18:07.507656,
218,48575443F9FE19AC,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-09 14:28:58.881127,2025-06-23 12:18:07.489470,
219,48575443F97F2BAF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:34.357601,2025-06-23 12:18:07.471422,
220,48575443F97EF4AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:34.333033,2025-06-23 12:18:07.451975,
221,48575443EBA7E0AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:34.013227,2025-06-23 12:18:07.435748,
222,48575443EBA7D4AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:34.057335,2025-06-23 12:18:07.415729,
223,48575443EBA7C5AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:33.991334,2025-06-23 12:18:07.397350,
224,48575443EBA795AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:34.152577,2025-06-23 12:18:07.378176,
225,48575443EBA794AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:33.882788,2025-06-23 12:18:07.358524,
226,48575443EBA793AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:34.079209,2025-06-23 12:18:07.343148,
227,48575443EBA791AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:34.122801,2025-06-23 12:18:07.324750,
228,48575443EBA779AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:33.729007,2025-06-23 12:18:07.309595,
229,48575443EBA75EAF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:34.100599,2025-06-23 12:18:07.291939,
230,48575443EBA753AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:33.947962,2025-06-23 12:18:07.275820,
231,48575443EBA74DAF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:34.035607,2025-06-23 12:18:07.256718,
232,48575443EB9BBAAF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:33.774520,2025-06-23 12:18:07.240789,
233,48575443EB9BB7AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:33.969757,2025-06-23 12:18:07.223483,
234,48575443EB9B70AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:33.707343,2025-06-23 12:18:07.204836,
235,48575443EB9B6AAF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:33.839829,2025-06-23 12:18:07.188989,
236,48575443EB9B61AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:33.752073,2025-06-23 12:18:07.172301,
237,48575443EB9B57AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:33.861221,2025-06-23 12:18:07.156301,
238,48575443EB9B52AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:33.796292,2025-06-23 12:18:07.139481,
239,48575443EB9B4DAF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:33.904633,2025-06-23 12:18:07.122521,
240,48575443EB9AF3AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:33.926426,2025-06-23 12:18:07.104523,
241,48575443E48A0DAE,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:34.175190,2025-06-23 12:18:07.087258,
242,48575443CF3BACAF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:34.220465,2025-06-23 12:18:07.070619,
243,48575443C833F7AC,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:33.569058,2025-06-23 12:18:07.052861,
244,48575443C03E35AC,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-09 14:29:00.639530,2025-06-23 12:18:07.037455,
245,48575443BC92C8AC,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:33.616622,2025-06-23 12:18:07.019811,
246,48575443B68422AC,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:33.593330,2025-06-23 12:18:07.002038,
247,48575443A71955AE,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:34.265346,2025-06-23 12:18:06.987465,
248,48575443A71143AE,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:34.197506,2025-06-23 12:18:06.969348,
249,48575443951133AC,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:33.501515,2025-06-23 12:18:06.951769,
250,4857544373DD1BB0,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:34.379640,2025-06-23 12:18:06.934777,
251,48575443675A0FAA,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:33.685186,2025-06-23 12:18:06.919005,
252,48575443626C06AA,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:33.470422,2025-06-23 12:18:06.902539,
253,48575443594A5EAC,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-09 14:29:00.610894,2025-06-23 12:18:06.885023,
254,485754435906F8AC,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-09 14:29:00.564914,2025-06-23 12:18:06.867983,
255,485754434974A3AC,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:33.639758,2025-06-23 12:18:06.849434,
256,48575443354E22B0,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:34.309569,2025-06-23 12:18:06.833627,
257,48575443159146AB,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-09 14:29:00.662313,2025-06-23 12:18:06.813367,
258,485754431317F8AF,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:34.242912,2025-06-23 12:18:06.797497,
259,485754431224C9AB,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-09 14:29:00.541729,2025-06-23 12:18:06.780113,
260,485754430D7401AD,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:33.545936,2025-06-23 12:18:06.759659,
261,485754430720C8AD,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-09 14:29:00.518425,2025-06-23 12:18:06.740562,
262,48575443071686AD,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,,2025-06-23 11:20:33.524034,2025-06-23 12:18:06.716342,
